,title,genres,id,popularity,rating,keywords,actors,director
10,The Empire Strikes Back,"['Adventure', 'Action', 'Science Fiction']",1891,19.470959,8.025239427860697,"['rebel', 'android', 'asteroid', 'space battle', 'snow storm', 'space colony', 'spaceship', 'lightsaber', 'jedi', 'good vs evil', 'rebellion', 'the force', 'space opera', 'stormtrooper', 'wookie', 'jedi master', 'jedi training', 'droid']","['markhamill', 'harrisonford', 'carriefisher', 'billydeewilliams', 'anthonydaniels', 'davidprowse']",['irvinkershner']
11,Life Is Beautiful,"['Comedy', 'Drama']",637,39.39497,8.01364728967378,"['italy', 'riddle', 'bookshop', 'self sacrifice', 'mass murder', 'concentration camp', 'bicycle accident', 'fascism', 'loss of father', 'world war ii', ""love of one's life"", 'deportation', 'jew persecution', 'fantasy', 'nazis', 'national socialism', 'charade', 'riding a bicycle', 'price', 'story teller', 'concentration camp prisoner', 'dying and death', 'peekaboo']","['nicolettabraschi', 'robertobenigni', 'giorgiocantarini', 'giustinodurano', 'amerigofontani', 'sergiobinibustric']",['robertobenigni']
12,The Intouchables,"['Drama', 'Comedy']",77338,16.086919,8.007655715263517,"['male friendship', 'masseuse', 'friendship', 'aristocrat', 'interracial friendship', 'unlikely friendship', 'duringcreditsstinger']","['françoiscluzet', 'omarsy', 'audreyfleurot', 'anneleny', 'clotildemollet', 'albagaïakraghedebellugi']",['erictoledano']
13,Interstellar,"['Adventure', 'Drama', 'Science Fiction']",157336,32.213481,8.007008002753635,"['saving the world', 'artificial intelligence', 'father son relationship', 'single parent', 'nasa', 'expedition', 'wormhole', 'space travel', 'famine', 'black hole', 'dystopia', 'race against time', 'quantum mechanics', 'spaceship', 'space', 'rescue', 'family relationships', 'farmhouse', 'robot', 'astronaut', 'scientist', 'father daughter relationship', 'single father', 'farmer', 'space station', 'imax', 'astrophysics', 'zero gravity', 'courage', 'time paradox', 'relativity']","['matthewmcconaughey', 'jessicachastain', 'annehathaway', 'michaelcaine', 'caseyaffleck', 'mackenziefoy']",['christophernolan']
14,The Godfather: Part II,"['Drama', 'Crime']",240,36.629307,7.996921079958463,"['italo-american', 'cuba', 'vororte', 'melancholy', 'praise', 'revenge', 'mafia', 'lawyer', 'blood', 'corrupt politician', 'bloody body of child', 'man punches woman']","['alpacino', 'robertduvall', 'dianekeaton', 'robertdeniro', 'johncazale', 'taliashire']",['francisfordcoppola']
15,The Lord of the Rings: The Return of the King,"['Adventure', 'Fantasy', 'Action']",122,29.324358,7.9752124711316394,"['elves', 'orcs', 'middle-earth (tolkien)', 'based on novel', 'suspicion', 'bravery', 'war', 'honor', 'troll', 'brutality', 'violence', 'ghost', 'end of trilogy', 'quest', 'sword and sorcery']","['elijahwood', 'ianmckellen', 'viggomortensen', 'livtyler', 'orlandobloom', 'johnrhys-davies']",['peterjackson']
16,Leon: The Professional,"['Thriller', 'Crime', 'Drama']",101,20.477329,7.962204357943727,"['new york', 'corruption', 'assassin', 'police brutality', 'loss of family', 's.w.a.t.', 'immigrant', 'hitman', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic love', 'cult film', 'neo-noir', 'complex relationship', 'complex characters']","['jeanreno', 'natalieportman', 'garyoldman', 'dannyaiello', 'peterappel', 'michaelbadalucco']",['lucbesson']
17,One Flew Over the Cuckoo's Nest,['Drama'],510,35.529554,7.960128093158662,"['individual', 'rebel', 'self-destruction', 'wheelchair', 'lunatic asylum', 'dying and death', 'rage and hate', 'freedom', 'insanity', 'basic rights and human rights', 'psychiatrist']","['jacknicholson', 'louisefletcher', 'dannydevito', 'williamredfield', 'scatmancrothers', 'braddourif']",['milošforman']
18,The Green Mile,"['Fantasy', 'Drama', 'Crime']",497,19.96678,7.955639130434782,"['southern usa', 'black people', 'mentally disabled', 'based on novel', 'heal', 'death row', 'jail guard', 'great depression', 'prison guard', 'electric chair', 'magic realism', 'healing', 'death row inmate', '1930s']","['tomhanks', 'michaelclarkeduncan', 'davidmorse', 'bonniehunt', 'jamescromwell', 'patriciaclarkson']",['frankdarabont']
19,Star Wars,"['Adventure', 'Action', 'Science Fiction']",11,42.149696999999996,7.950158069883527,"['android', 'galaxy', 'hermit', 'death star', 'lightsaber', 'jedi', 'rescue mission', 'empire', 'rebellion', 'planet', 'smuggler', 'the force', 'space opera', 'galactic war', 'stormtrooper', 'totalitarianism']","['markhamill', 'harrisonford', 'carriefisher', 'petercushing', 'alecguinness', 'anthonydaniels']",['georgelucas']
20,Se7en,"['Crime', 'Mystery', 'Thriller']",807,18.45743,7.929790518191841,"['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer']","['bradpitt', 'morganfreeman', 'gwynethpaltrow', 'johnc.mcginley', 'kevinspacey', 'r.leeermey']",['davidfincher']
21,GoodFellas,"['Drama', 'Crime']",769,15.424092000000002,7.891615912208504,"['prison', 'based on novel', 'florida', '1970s', 'mass murder', 'irish-american', 'drug traffic', 'biography', 'based on true story', 'murder', 'organized crime', 'gore', 'mafia', 'gangster', 'new york city', 'extreme violence', 'violence', 'brooklyn new york city', 'crime epic', 'tampa']","['robertdeniro', 'rayliotta', 'joepesci', 'lorrainebracco', 'paulsorvino', 'franksivero']",['martinscorsese']
22,Psycho,"['Drama', 'Horror', 'Thriller']",539,36.826309,7.888777738640366,"['hotel', 'clerk', 'arizona', 'shower', 'rain', 'motel', 'money', 'secretary', 'corpse', 'murderer', 'theft', 'private detective', 'proto-slasher']","['anthonyperkins', 'veramiles', 'johngavin', 'janetleigh', 'martinbalsam', 'johnmcintire']",['alfredhitchcock']
23,The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']",120,32.070725,7.888777610980056,"['elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'mountain', 'fireworks', 'castle', 'volcano', 'password', 'death of a friend', 'uncle', 'mirror', 'wizard', 'sword and sorcery']","['elijahwood', 'ianmckellen', 'cateblanchett', 'orlandobloom', 'seanbean', 'viggomortensen']",['peterjackson']
24,American History X,['Drama'],73,18.157166,7.883719752391671,"['usa', 'neo-nazi', 'prison', 'skinhead', 'brother brother relationship', 'rape', 'fascism', 'brother', 'basketball', 'jail', 'school', 'swastika', 'los angeles', 'family', 'hate', 'neo nazism', 'xenophobia', 'interracial friendship', 'nazism', 'prison rape']","['edwardnorton', 'edwardfurlong', ""beverlyd'angelo"", 'averybrooks', 'jenniferlien', 'ethansuplee']",['tonykaye']
25,The Silence of the Lambs,"['Crime', 'Drama', 'Thriller']",274,4.307222,7.8831306441902464,"['based on novel', 'psychopath', 'horror', 'suspense', 'serial killer', 'psychological thriller', 'cannibal', 'fbi agent', 'animal in cast credits', 'cannibalism']","['jodiefoster', 'anthonyhopkins', 'scottglenn', 'tedlevine', 'anthonyheald', 'brookesmith']",['jonathandemme']
26,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']",121,29.423537,7.871546749226006,"['elves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'explosive', 'cave', 'fort', 'army', 'mission', 'attack', 'guide', 'wizard', 'ring', 'sword and sorcery']","['elijahwood', 'ianmckellen', 'viggomortensen', 'livtyler', 'orlandobloom', 'johnrhys-davies']",['peterjackson']
27,Memento,"['Mystery', 'Thriller']",77,15.450789000000002,7.865176010430247,"['individual', 'insulin', 'tattoo', 'waitress', 'amnesia', 'motel', 'insurance salesman', 'revenge', 'memory loss', 'polaroid', 'flashback', 'neo-noir']","['guypearce', 'carrie-annemoss', 'joepantoliano', 'markboonejunior', 'stephentobolowsky', 'harrietsansomharris']",['christophernolan']
28,The Shining,"['Horror', 'Thriller']",694,19.611589000000002,7.850078630897317,"['hotel', 'isolation', 'hotelier', 'colorado', 'maze', 'bartender', 'ax', 'delusion', 'loneliness', 'caretaker', 'vision', 'snow', 'writer', 'alcoholic', 'snowed in', 'off season']","['jacknicholson', 'shelleyduvall', 'dannylloyd', 'scatmancrothers', 'barrynelson', 'philipstone']",['stanleykubrick']
29,Reservoir Dogs,"['Crime', 'Thriller']",500,12.22034,7.846025851938895,"['traitor', 'jewelry', 'psychopath', 'thief', 'heist', 'betrayal', 'mystery', 'escape', 'gang', 'plan gone wrong', 'warehouse', 'ensemble cast', 'all male cast', 'told in flashback', 'heist gone wrong', 'foreshadowing', 'rendezvous', 'iconic', 'set in one room', 'uneasy alliance', 'rag tag group']","['harveykeitel', 'timroth', 'michaelmadsen', 'chrispenn', 'stevebuscemi', 'lawrencetierney']",['quentintarantino']
30,Back to the Future,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",105,25.778509,7.8445586692642,"['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home', 'inventions and discoveries']","['michaelj.fox', 'christopherlloyd', 'leathompson', 'crispinglover', 'thomasf.wilson', 'claudiawells']",['robertzemeckis']
31,The Imitation Game,"['History', 'Drama', 'Thriller', 'War']",205596,31.595940000000002,7.83610996997946,"['gay', 'england', 'world war ii', 'mathematician', 'biography', 'logician', 'cryptography']","['benedictcumberbatch', 'keiraknightley', 'matthewgoode', 'rorykinnear', 'allenleech', 'matthewbeard']",['mortentyldum']
32,The Lion King,"['Family', 'Animation', 'Drama']",8587,21.605760999999998,7.8257877057440375,"['loss of parents', 'wild boar', 'uncle', 'shaman', 'redemption', 'king', 'scar', 'hyena', 'meerkat']","['jonathantaylorthomas', 'matthewbroderick', 'jamesearljones', 'jeremyirons', 'moirakelly', 'niketacalame']",['rogerallers']
33,The Usual Suspects,"['Drama', 'Crime', 'Thriller']",629,16.302466,7.813200636942675,"['law', 'relatives', 'theft', 'criminal', 'criminal mastermind', 'hungarian', 'sibling']","['stephenbaldwin', 'gabrielbyrne', 'chazzpalminteri', 'kevinpollak', 'petepostlethwaite', 'kevinspacey']",['bryansinger']
34,Guardians of the Galaxy,"['Action', 'Science Fiction', 'Adventure']",118340,53.291601,7.804875574272589,"['marvel comic', 'spaceship', 'space', 'outer space', 'orphan', 'adventurer', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']","['chrispratt', 'zoesaldana', 'davebautista', 'vindiesel', 'bradleycooper', 'leepace']",['jamesgunn']
35,The Grand Budapest Hotel,"['Comedy', 'Drama']",120467,14.442048000000002,7.795734541157936,"['hotel', 'painting', 'wartime', 'gunfight', 'theft', 'mentor protégé relationship', 'european', 'hotel lobby', 'renaissance painting']","['ralphfiennes', 'tonyrevolori', 'f.murrayabraham', 'mathieuamalric', 'adrienbrody', 'willemdafoe']",['wesanderson']
36,The Matrix,"['Action', 'Science Fiction']",603,33.366332,7.795526122148639,"['saving the world', 'artificial intelligence', 'man vs machine', 'philosophy', 'prophecy', 'martial arts', 'self sacrifice', 'fight', 'insurgence', 'virtual reality', 'dystopia', 'truth', 'cyberpunk', 'woman director', 'messiah', 'gnosticism']","['keanureeves', 'laurencefishburne', 'carrie-annemoss', 'hugoweaving', 'gloriafoster', 'joepantoliano']",['lanawachowski']
37,The Prestige,"['Drama', 'Mystery', 'Thriller']",1124,16.94556,7.790198220064725,"['competition', 'secret', 'obsession', 'magic', 'dying and death', 'class society', 'illusion', 'tricks', 'hostility', 'class', 'rivalry']","['hughjackman', 'christianbale', 'michaelcaine', 'scarlettjohansson', 'andyserkis', 'samanthamahurin']",['christophernolan']
38,Room,"['Drama', 'Thriller']",264644,12.443291,7.769724938875306,"['based on novel', 'carpet', 'isolation', 'kidnapping', 'imprisonment', 'grandparents', 'escape', 'hospital', 'dog', 'captive', 'mother son relationship', 'shed', 'skylight']","['brielarson', 'jacobtremblay', 'joanallen', 'seanbridgers', 'williamh.macy', 'tommccamus']",['lennyabrahamson']
39,Dead Poets Society,['Drama'],207,19.905716,7.764391304347826,"['individual', 'philosophy', 'poetry', 'shakespeare', 'professor', 'literature', 'friendship', 'filmes focados em um professor']","['robinwilliams', 'ethanhawke', 'robertseanleonard', 'galehansen', 'joshcharles', 'dylankussman']",['peterweir']
40,The Wolf of Wall Street,"['Crime', 'Drama', 'Comedy']",106646,16.382422000000002,7.76200222160511,"['corruption', 'sex', 'sexuality', 'bank', 'humor', 'biography', 'wall street', 'marriage crisis', 'rise and fall', 'stockbroker', 'drug', 'stock broker']","['leonardodicaprio', 'jonahhill', 'margotrobbie', 'kylechandler', 'robreiner', 'matthewmcconaughey']",['martinscorsese']
41,12 Angry Men,['Drama'],389,16.503959,7.761599063962558,"['judge', 'jurors', 'sultriness', 'death penalty', 'father murder', 'puerto rican', 'anonymity', 'court case', 'heat', 'group', 'class', 'innocence', 'court', 'courtroom']","['henryfonda', 'martinbalsam', 'johnfiedler', 'leej.cobb', 'e.g.marshall', 'jackklugman']",['sidneylumet']
42,Inside Out,"['Drama', 'Comedy', 'Animation', 'Family']",150540,23.985587,7.76140566169293,"['dream', 'cartoon', 'imaginary friend', 'animation', 'family', 'moving', 'kids', 'unicorn', 'duringcreditsstinger', '3d', 'emotions']","['amypoehler', 'phyllissmith', 'richardkind', 'billhader', 'lewisblack', 'mindykaling']",['petedocter']
43,Inglourious Basterds,"['Drama', 'Action', 'Thriller', 'War']",16869,16.89564,7.758666097838454,"['paris', 'guerrilla', 'cinema', 'self sacrifice', 'dynamite', 'mexican standoff', 'world war ii', 'jew persecution', 'jew', 'nazis', 'masochism', 'sadism', 'scalp', 'winston churchill', 'knife in hand', 'anti semitism', 'gore', 'swastika', 'blood bath', 'german occupation of france', 'violence', 'gun violence']","['bradpitt', 'mélanielaurent', 'christophwaltz', 'eliroth', 'michaelfassbender', 'dianekruger']",['quentintarantino']
44,Harry Potter and the Deathly Hallows: Part 2,"['Family', 'Fantasy', 'Adventure']",12445,24.990737,7.748842585551331,"['self sacrifice', 'magic', 'frog', 'sorcerer', 'school', 'wizard', '3d']","['danielradcliffe', 'rupertgrint', 'emmawatson', 'alanrickman', 'maggiesmith', 'helenabonhamcarter']",['davidyates']
45,Taxi Driver,"['Crime', 'Drama']",103,14.092713,7.747534246575342,"['vietnam veteran', 'taxi', 'obsession', 'drug dealer', 'night shift', 'vigilante', 'alienation', 'misanthrope', 'shot to death', 'illegal prostitution', 'loner']","['robertdeniro', 'cybillshepherd', 'harveykeitel', 'jodiefoster', 'peterboyle', 'leonardharris']",['martinscorsese']
46,Howl's Moving Castle,"['Fantasy', 'Animation', 'Adventure']",4935,16.136048000000002,7.747297623842126,"['flying', 'witch', 'rain', 'castle', 'scarecrow', 'body exchange', 'hatter', 'bakery', 'demon', 'anime']","['takuyakimura', 'akihiromiwa', 'tatsuyagashûin', 'mitsunoriisaki', 'yooizumi', 'akioohtsuka']",['hayaomiyazaki']
47,Gone Girl,"['Mystery', 'Thriller', 'Drama']",210577,154.80100900000002,7.746080223013784,"['based on novel', 'marriage crisis', 'disappearance', 'cheating husband', 'missing person', 'search party', 'criminal lawyer', 'wife murder', 'murder suspect', 'missing wife']","['benaffleck', 'rosamundpike', 'carriecoon', 'neilpatrickharris', 'tylerperry', 'kimdickens']",['davidfincher']
48,Princess Mononoke,"['Adventure', 'Fantasy', 'Animation']",128,17.166725,7.745834343434343,"['fight', 'wolf', 'iron', 'pan', 'wild boar', 'territory', 'friendship', 'princess', 'good vs evil', 'rural setting', 'anime']","['yōjimatsuda', 'yurikoishida', 'yūkotanaka', 'kaorukobayashi', 'masahikonishimura', 'tsunehikokamijô']",['hayaomiyazaki']
49,Gladiator,"['Action', 'Drama', 'Adventure']",98,23.186667,7.734356666666667,"['rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor']","['russellcrowe', 'joaquinphoenix', 'connienielsen', 'oliverreed', 'richardharris', 'derekjacobi']",['ridleyscott']
50,A Clockwork Orange,"['Science Fiction', 'Drama']",185,17.112594,7.731696844283497,"['prison', 'street gang', 'rape', 'adolescence', 'sexuality', 'beethoven', 'parent child relationship', 'social worker', 'living together', 'society', 'dystopia', 'controversy', 'controversial', 'violence', 'futuristic society']","['malcolmmcdowell', 'patrickmagee', 'adriennecorri', 'michaelbates', 'warrenclarke', 'jamesmarcus']",['stanleykubrick']
51,Saving Private Ryan,"['Drama', 'History', 'War']",857,21.758054,7.721952705123613,"['war crimes', 'self sacrifice', 'war veteran', 'world war ii', 'war ship', 'airplane', 'bravery', 'normandy', 'parachute', 'troops', 'waffen ss', 'omaha beach', 'army', 'cowardice', 'american flag', 'war memorial', 'deserted town', 'military', '1940s']","['tomhanks', 'mattdamon', 'vindiesel', 'tomsizemore', 'barrypepper', 'jeremydavies']",['stevenspielberg']
52,Dilwale Dulhania Le Jayenge,"['Comedy', 'Drama', 'Romance']",19404,34.457024,7.716748858447488,['musical'],"['shahrukhkhan', 'kajol', 'amrishpuri', 'anupamkher', 'satishshah', 'achalasachdev']",['adityachopra']
53,"The Good, the Bad and the Ugly",['Western'],429,16.788787,7.714737967914438,"['bounty hunter', 'refugee', 'gold', 'anti hero', 'gallows', 'hitman', 'army', 'outlaw', 'shootout', 'moral ambiguity', 'spaghetti western']","['eliwallach', 'clinteastwood', 'leevancleef', 'aldogiuffrè', 'luigipistilli', 'radarassimov']",['sergioleone']
54,Django Unchained,"['Drama', 'Western']",68718,19.785025,7.711428571428571,"['bounty hunter', 'hero', 'plantation', 'society', 'friendship', 'friends', 'revenge', 'rivalry', 'rescue', 'shootout', 'racism', 'danger', 'dentist', 'django', 'dual role', 'aftercreditsstinger', 'odd couple', 'black slave', 'deadly', 'chases and races', '19th century']","['jamiefoxx', 'christophwaltz', 'leonardodicaprio', 'kerrywashington', 'samuell.jackson', 'waltongoggins']",['quentintarantino']
55,Return of the Jedi,"['Adventure', 'Action', 'Science Fiction']",1892,14.586087,7.7087627477390805,"['rebel', 'brother sister relationship', 'emperor', 'space battle', 'matter of life and death', 'spaceship', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera']","['markhamill', 'harrisonford', 'carriefisher', 'billydeewilliams', 'anthonydaniels', 'davidprowse']",['richardmarquand']
56,City of God,"['Drama', 'Crime']",598,14.959270000000002,7.708285214348206,"['male nudity', 'street gang', 'brazilian', 'photographer', '1970s', 'puberty', 'ghetto', 'gang war', 'coming of age', 'woman director', '1980s']","['alexandrerodrigues', 'leandrofirmino', 'phellipehaagensen', 'douglassilva', 'jonathanhaagensen', 'matheusnachtergaele']",['fernandomeirelles']
57,La La Land,"['Comedy', 'Drama', 'Music', 'Romance']",313369,19.681686,7.708098088434061,"['jazz', 'dance', 'passion', 'musical', 'casting', 'los angeles', 'pianist', 'theater', 'movie set', 'actress']","['ryangosling', 'emmastone', 'johnlegend', 'rosemariedewitt', 'j.k.simmons', 'finnwittrock']",['damienchazelle']
58,Alien,"['Horror', 'Action', 'Thriller', 'Science Fiction']",348,23.37742,7.701148459383754,"['android', 'countdown', 'space marine', 'space suit', 'beheading', 'dystopia', 'biology', 'cowardice', 'spaceship', 'space', 'alien', 'female protagonist', 'outer space', 'parasite', 'h. r. giger', 'xenomorph']","['tomskerritt', 'sigourneyweaver', 'veronicacartwright', 'harrydeanstanton', 'johnhurt', 'ianholm']",['ridleyscott']
59,Scarface,"['Action', 'Crime', 'Drama', 'Thriller']",111,11.299673,7.699432048681542,"['miami', 'corruption', 'capitalism', 'cuba', 'prohibition', 'brother sister relationship', 'loss of sister', 'cocaine', 'cult film', 'bitterness']","['alpacino', 'stevenbauer', 'michellepfeiffer', 'maryelizabethmastrantonio', 'robertloggia', 'miriamcolón']",['briandepalma']
60,The Departed,"['Drama', 'Thriller', 'Crime']",1422,18.515448000000003,7.696715074657394,"['undercover', 'boston', 'police', 'friends', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training', 'realtor']","['leonardodicaprio', 'mattdamon', 'jacknicholson', 'markwahlberg', 'martinsheen', 'raywinstone']",['martinscorsese']
61,Her,"['Romance', 'Science Fiction', 'Drama']",152601,13.829514999999999,7.6862206926220695,"['artificial intelligence', 'computer', 'love', 'loneliness', 'transhumanism', 'heartbreak', 'near future', 'singularity', 'bittersweet']","['joaquinphoenix', 'scarlettjohansson', 'rooneymara', 'amyadams', 'oliviawilde', 'chrispratt']",['spikejonze']
62,Up,"['Animation', 'Comedy', 'Family', 'Adventure']",14160,19.330884,7.672967121090617,"['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']","['edasner', 'christopherplummer', 'jordannagai', 'bobpeterson', 'delroylindo', 'jeromeranft']",['petedocter']
63,Blade Runner,"['Science Fiction', 'Drama', 'Thriller']",78,96.272374,7.667082259198501,"['artificial intelligence', 'bounty hunter', 'dystopia', 'genetics', 'fugitive', 'cyberpunk', 'los angeles', 'tech noir', 'neo-noir', 'futurista', 'lluvia']","['harrisonford', 'rutgerhauer', 'seanyoung', 'edwardjamesolmos', 'm.emmetwalsh', 'darylhannah']",['ridleyscott']
64,12 Years a Slave,"['Drama', 'History']",76203,30.316249,7.664543946932008,"['whip', 'kidnapping', 'slavery', 'plantation', 'night shift', 'violin player', 'physical abuse', 'cotton', 'slave owner', '19th century', 'sold into slavery', 'abolitionist']","['chiwetelejiofor', 'michaelfassbender', ""lupitanyong'o"", 'benedictcumberbatch', 'pauldano', 'sarahpaulson']",['stevemcqueen']
65,Shutter Island,"['Drama', 'Thriller', 'Mystery']",11324,15.813629,7.664084084084084,"['based on novel', 'island', 'hurricane', 'investigation', 'psychiatric hospital', 'u.s. marshal', 'conspiracy theory', '1950s']","['leonardodicaprio', 'markruffalo', 'benkingsley', 'emilymortimer', 'michellewilliams', 'maxvonsydow']",['martinscorsese']
66,Eternal Sunshine of the Spotless Mind,"['Science Fiction', 'Drama', 'Romance']",38,12.906327000000001,7.662915076335878,"['deja vu', 'regret', 'jealousy', 'amnesia', 'dream', 'operation', 'relationship problems', 'love', 'memory', 'brainwashing', 'relationship', 'heartbreak', 'nonlinear timeline', 'love story', 'bittersweet']","['jimcarrey', 'katewinslet', 'kirstendunst', 'markruffalo', 'elijahwood', 'tomwilkinson']",['michelgondry']
67,WALL·E,"['Animation', 'Family']",10681,16.088366,7.66171104321257,['romantic comedy'],"['benburtt', 'elissaknight', 'jeffgarlin', 'fredwillard', 'macintalk', 'johnratzenberger']",['andrewstanton']
68,Big Hero 6,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",177572,213.84990699999997,7.6586256135653725,"['brother brother relationship', 'hero', 'talent', 'revenge', 'best friend', 'another dimension', 'robot', 'boy genius', 'hate', 'aftercreditsstinger', 'moral dilemma', '3d', 'teen superheroes', 'dead brother']","['scottadsit', 'ryanpotter', 'danielhenney', 't.j.miller', 'jamiechung', 'damonwayansjr.']",['chriswilliams']
69,American Beauty,['Drama'],14,20.726578,7.643321280991736,"['male nudity', 'female nudity', 'adultery', 'parent child relationship', 'midlife crisis', 'coming out', 'first time', 'camcorder', 'virgin', 'nudity', 'film maker', 'estate agent', 'satire', 'loneliness', 'dark comedy', 'suburbia', 'coming of age', 'marijuana', 'exercise', 'bittersweet', 'affair']","['kevinspacey', 'annettebening', 'thorabirch', 'wesbentley', 'menasuvari', 'chriscooper']",['sammendes']
70,Your Name.,"['Romance', 'Animation', 'Drama']",372058,34.461252,7.643265027322404,"['supernatural', 'romance', 'school', 'star crossed lovers', 'anime', 'body switching']","['ryunosukekamiki', 'monekamishiraishi', 'masaminagasawa', 'etsukoichihara', 'ryounarita', 'aoiyuki']",['makotoshinkai']
